interval,architecture,arch_list,lambda,train_mae_pm,train_r2_pm,val_mae_pm,val_r2_pm,val_mae_winding,val_mae_tooth,val_mae_yoke,training_time_sec,timestamp
10.0,"Large [128, 64, 32]","[128, 64, 32]",0.1,0.1849931413758574,0.9998320708879032,0.255386727511725,0.9994444967462536,0.8961502378130659,0.7276198952869186,0.5709490303938287,77.68822312355042,2025-10-27T03:07:51.609578
30.0,"Small [32, 16]","[32, 16]",0.0,0.29897322757059214,0.9995649582348726,0.47434686814336136,0.9978887369034388,1.638750633751095,0.8239195951405197,0.44102190944896424,26.7292001247406,2025-10-27T03:08:18.354399
30.0,"Small [32, 16]","[32, 16]",0.0001,0.2583165065679588,0.9996434216075185,0.4458749102008375,0.9982263577235307,1.7591381199335012,0.878578426367818,0.5315711989669148,26.8385329246521,2025-10-27T03:08:45.192932
30.0,"Small [32, 16]","[32, 16]",0.001,0.2875668339869785,0.9995670979786723,0.4823919177961903,0.9978692505194122,1.8522256518923579,0.8785170549317338,0.5756721705259383,26.744842767715454,2025-10-27T03:09:11.937775
30.0,"Small [32, 16]","[32, 16]",0.01,0.2776544136434941,0.9996648080965878,0.3945081035129437,0.9988149526869202,1.5873639251156564,0.8031882223848035,0.46855078364570274,26.9947566986084,2025-10-27T03:09:38.932532
30.0,"Small [32, 16]","[32, 16]",0.1,0.29608743074410415,0.9996054880685162,0.4118446060025073,0.9986279952859921,1.7047027132990795,0.8714385504314506,0.7086088218168521,26.823975324630737,2025-10-27T03:10:05.756507
30.0,"Medium [64, 32]","[64, 32]",0.0,0.32674873966075635,0.9995417577028688,0.47504666536403084,0.9976289060975354,1.577613683405535,0.8195055534275043,0.5447686460010756,26.962427616119385,2025-10-27T03:10:32.718935
30.0,"Medium [64, 32]","[64, 32]",0.0001,0.24213917702033114,0.9996773806225971,0.465333215773312,0.9980038551744176,1.570420227958757,0.8361687815075465,0.5770306734011206,26.7615225315094,2025-10-27T03:10:59.480457
30.0,"Medium [64, 32]","[64, 32]",0.001,0.37075146085492605,0.9994136105957092,0.5667757971237309,0.9970355743332375,1.5833080004180147,0.8766392927134257,0.6560898955686582,26.94680619239807,2025-10-27T03:11:26.427264
30.0,"Medium [64, 32]","[64, 32]",0.01,0.2466849310300801,0.999729308513398,0.38421660282659764,0.9988467717432665,1.6139442920130829,0.7950394146763645,0.4441849438970421,26.947879552841187,2025-10-27T03:11:53.375143
30.0,"Medium [64, 32]","[64, 32]",0.1,0.41271118822664643,0.9992834228936539,0.6029357321654122,0.9975613093745038,1.7656924393892457,0.8947229361670871,0.5797678982064806,26.855239391326904,2025-10-27T03:12:20.230382
30.0,"Large [128, 64, 32]","[128, 64, 32]",0.0,0.5264778842844607,0.9990746102008885,0.6186771727491546,0.996849276558445,1.6572724010363025,0.8894877798949747,0.8953463431582964,29.008821725845337,2025-10-27T03:12:49.239204
30.0,"Large [128, 64, 32]","[128, 64, 32]",0.0001,0.28149571210098046,0.9996256994442039,0.5325524899405196,0.9975040511919706,1.5924674163338652,0.8525553973580186,0.5132823915575792,29.182789087295532,2025-10-27T03:13:18.421993
30.0,"Large [128, 64, 32]","[128, 64, 32]",0.001,0.46869823345847983,0.9991633920128885,0.5652048836094622,0.9972918264336195,1.5912019930911216,0.8766494163926281,0.4849659544838796,29.19735622406006,2025-10-27T03:13:47.634971
30.0,"Large [128, 64, 32]","[128, 64, 32]",0.01,0.5731571088288223,0.9988898821412768,0.8969435310697139,0.9954007749186294,1.7163153944214102,0.8138628312319337,0.4757858773073171,29.041142463684082,2025-10-27T03:14:16.676114
30.0,"Large [128, 64, 32]","[128, 64, 32]",0.1,0.3291406146270979,0.9995582661481364,0.40561192590155437,0.9986219555674969,1.699686512007723,0.9270556027748779,0.7328802272991487,28.884931564331055,2025-10-27T03:14:45.561045
60.0,"Small [32, 16]","[32, 16]",0.0,0.4363722579218157,0.999071339517688,0.7374393308508547,0.9954249577579424,3.1089171573783325,1.7313892327103275,1.0437172720995398,15.638022661209106,2025-10-27T03:15:01.214689
60.0,"Small [32, 16]","[32, 16]",0.0001,0.5077302448297881,0.9986810070470521,0.9097845088901618,0.9926725746535543,3.0722235345971693,1.6719347414281274,1.0997826907217865,16.012954235076904,2025-10-27T03:15:17.227643
60.0,"Small [32, 16]","[32, 16]",0.001,0.58188623175044,0.9983746589222018,1.0861278653768054,0.9912366143881959,2.9709855637308693,1.6553464130837654,1.047220757660737,15.527609825134277,2025-10-27T03:15:32.755253
60.0,"Small [32, 16]","[32, 16]",0.01,0.5003288690808183,0.9987301182631423,0.7569261371121279,0.9949585650592012,3.0641948548191307,1.6446924768093136,1.1811144259594069,15.57447338104248,2025-10-27T03:15:48.345347
60.0,"Small [32, 16]","[32, 16]",0.1,0.43317050784245237,0.9990159081532091,0.6222017357195062,0.9969770284984599,3.0306930342095,1.6024150936241834,1.004844664447094,15.717214107513428,2025-10-27T03:16:04.062561
60.0,"Medium [64, 32]","[64, 32]",0.0,0.5504317577985304,0.9987509074786785,0.9131674487464975,0.9925234641125839,3.5459552435404333,1.979542420287779,1.1138407594683093,15.715065002441406,2025-10-27T03:16:19.777626
60.0,"Medium [64, 32]","[64, 32]",0.0001,0.5215395464228779,0.9987494963860629,0.8130960289729057,0.9941369581974216,3.0553429563463905,1.7436918394564018,0.9936340314089143,15.57447338104248,2025-10-27T03:16:35.352099
60.0,"Medium [64, 32]","[64, 32]",0.001,0.5714681074804562,0.9984792277060563,0.9692441193860194,0.991997195558648,3.06931028445512,1.6374964399481233,0.9550138592699565,15.653656721115112,2025-10-27T03:16:51.021377
60.0,"Medium [64, 32]","[64, 32]",0.01,0.4626890950916465,0.9990189102988272,0.7558778599870074,0.9950751969207003,3.092451014022098,1.6370063056772026,0.9183593686810841,15.6536705493927,2025-10-27T03:17:06.675047
60.0,"Medium [64, 32]","[64, 32]",0.1,0.39219233893361444,0.9992416501362349,0.5418274530155266,0.9975183966066173,3.686517534041744,1.9169786959285786,0.9055686898052817,15.636959552764893,2025-10-27T03:17:22.327628
60.0,"Large [128, 64, 32]","[128, 64, 32]",0.0,0.604416471527627,0.9984749463055003,0.8527014104272844,0.9935347335785235,3.1195596025800185,1.6954157686215687,0.9159706360177599,16.85650873184204,2025-10-27T03:17:39.199758
60.0,"Large [128, 64, 32]","[128, 64, 32]",0.0001,0.6202608680844847,0.9985730899234512,0.7818810422328781,0.9944172341133789,2.9937945418753706,1.6387487389763353,1.08953301780341,16.917908191680908,2025-10-27T03:17:56.117666
60.0,"Large [128, 64, 32]","[128, 64, 32]",0.001,0.7306805285952483,0.9978006035751048,1.4065617219785458,0.9861833264854353,3.0265329037474014,1.7561735452895928,1.0760428547604315,16.82526159286499,2025-10-27T03:18:12.942928
60.0,"Large [128, 64, 32]","[128, 64, 32]",0.01,0.6399223104931553,0.9984673146996493,1.103610733891195,0.9910296665130391,3.042631547083154,1.7408155106435657,0.9949864553414814,16.950225830078125,2025-10-27T03:18:29.893153
60.0,"Large [128, 64, 32]","[128, 64, 32]",0.1,1.1534448475202506,0.9960113300478933,1.5717137052186683,0.9857586391253708,3.3937037167641795,1.8026131150918623,0.9413367695613478,16.871044158935547,2025-10-27T03:18:46.764198
